,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
273,25.0,Sun,2024-02-18,16:15,Granada,2.0,1–1,1.4,Almería,18756.0,Estadio Nuevo Los Cármenes,Jesús Gil,Match Report,
274,25.0,Sun,2024-02-18,18:30,Mallorca,0.1,1–2,1.1,Real Sociedad,18153.0,Estadi Mallorca Son Moix,Pablo González,Match Report,
275,25.0,Sun,2024-02-18,21:00,Betis,0.8,0–0,0.5,Alavés,43514.0,Estadio Benito Villamarín,Mateo Busquets,Match Report,
276,25.0,Mon,2024-02-19,21:00,Athletic Club,1.8,3–2,2.1,Girona,46220.0,San Mamés,José Sánchez,Match Report,
277,,,,,,,,,,,,,,
278,26.0,Fri,2024-02-23,21:00,Real Sociedad,1.5,1–3,1.0,Villarreal,30609.0,Reale Arena,Javier Villanueva,Match Report,
279,26.0,Sat,2024-02-24,16:15,Barcelona,3.1,4–0,0.5,Getafe,36803.0,Estadi Olímpic Lluís Companys,Alejandro Muñíz,Match Report,
280,26.0,Sat,2024-02-24,18:30,Alavés,0.5,1–1,2.2,Mallorca,16102.0,Estadio de Mendizorroza,Víctor García,Match Report,
281,26.0,Sat,2024-02-24,21:00,Almería,0.5,2–2,1.5,Atlético Madrid,14472.0,Power Horse Stadium,Alberola Rojas,Match Report,
282,26.0,Sun,2024-02-25,14:00,Cádiz,2.2,2–2,0.7,Celta Vigo,18123.0,Estadio Nuevo Mirandilla,Miguel Ángel Ortiz Arias,Match Report,
283,26.0,Sun,2024-02-25,16:15,Betis,1.2,3–1,0.2,Athletic Club,53537.0,Estadio Benito Villamarín,Guillermo Cuadra,Match Report,
284,26.0,Sun,2024-02-25,17:30,Las Palmas,0.7,1–1,0.7,Osasuna,25075.0,Estadio de Gran Canaria,José Luis Munuera,Match Report,
285,26.0,Sun,2024-02-25,21:00,Real Madrid,1.0,1–0,0.8,Sevilla,74969.0,Estadio Santiago Bernabéu,Isidro Díaz de Mera,Match Report,
286,26.0,Mon,2024-02-26,21:00,Girona,2.2,3–0,0.5,Rayo Vallecano,8923.0,Estadi Municipal de Montilivi,Ricardo de Burgos,Match Report,
287,,,,,,,,,,,,,,
288,27.0,Fri,2024-03-01,21:00,Celta Vigo,1.5,1–0,0.1,Almería,18005.0,Estadio Abanca Balaídos,José Sánchez,Match Report,
289,27.0,Sat,2024-03-02,14:00,Sevilla,2.0,3–2,1.5,Real Sociedad,35884.0,Estadio Ramón Sánchez Pizjuán,Mateo Busquets,Match Report,
290,27.0,Sat,2024-03-02,16:15,Rayo Vallecano,0.7,1–1,1.0,Cádiz,12272.0,Estadio del Rayo Vallecano,Alberola Rojas,Match Report,
291,27.0,Sat,2024-03-02,18:30,Getafe,2.3,3–3,1.6,Las Palmas,7623.0,Coliseum Alfonso Pérez,Pablo González,Match Report,
292,27.0,Sat,2024-03-02,21:00,Valencia,1.1,2–2,2.2,Real Madrid,47427.0,Estadio de Mestalla,Jesús Gil,Match Report,
293,27.0,Sun,2024-03-03,14:00,Villarreal,2.0,5–1,0.5,Granada,15896.0,Estadio de la Cerámica,Juan Pulido,Match Report,
294,27.0,Sun,2024-03-03,16:15,Atlético Madrid,3.0,2–1,0.6,Betis,61901.0,Estadio Cívitas Metropolitano,César Soto,Match Report,
295,27.0,Sun,2024-03-03,18:30,Mallorca,1.2,1–0,1.0,Girona,17769.0,Estadi Mallorca Son Moix,Francisco Hernández,Match Report,
296,27.0,Sun,2024-03-03,21:00,Athletic Club,0.4,0–0,0.7,Barcelona,50295.0,San Mamés,Alejandro Hernández,Match Report,
297,27.0,Mon,2024-03-04,21:00,Osasuna,1.0,1–0,1.0,Alavés,17215.0,Estadio El Sadar,Jorge Figueroa,Match Report,
298,,,,,,,,,,,,,,
299,28.0,Fri,2024-03-08,21:00,Barcelona,2.0,1–0,0.6,Mallorca,38225.0,Estadi Olímpic Lluís Companys,Javier Villanueva,Match Report,
300,28.0,Sat,2024-03-09,14:00,Valencia,0.8,1–0,1.3,Getafe,37961.0,Estadio de Mestalla,Juan Pulido,Match Report,
301,28.0,Sat,2024-03-09,16:15,Cádiz,1.1,2–0,0.9,Atlético Madrid,15917.0,Estadio Nuevo Mirandilla,Pablo González,Match Report,
302,28.0,Sat,2024-03-09,18:30,Granada,1.7,2–3,2.1,Real Sociedad,9214.0,Estadio Nuevo Los Cármenes,Juan Martínez,Match Report,
303,28.0,Sat,2024-03-09,21:00,Girona,1.9,2–0,0.2,Osasuna,11598.0,Estadi Municipal de Montilivi,Mateo Busquets,Match Report,
304,28.0,Sun,2024-03-10,14:00,Alavés,0.6,1–0,0.6,Rayo Vallecano,16519.0,Estadio de Mendizorroza,José Luis Munuera,Match Report,
305,28.0,Sun,2024-03-10,15:15,Las Palmas,1.2,0–2,1.1,Athletic Club,27316.0,Estadio de Gran Canaria,Miguel Ángel Ortiz Arias,Match Report,
306,28.0,Sun,2024-03-10,18:30,Real Madrid,3.4,4–0,0.8,Celta Vigo,73644.0,Estadio Santiago Bernabéu,Mario Melero,Match Report,
307,28.0,Sun,2024-03-10,21:00,Betis,1.0,2–3,1.4,Villarreal,47711.0,Estadio Benito Villamarín,Alejandro Hernández,Match Report,
308,28.0,Mon,2024-03-11,21:00,Almería,2.0,2–2,2.4,Sevilla,13095.0,Power Horse Stadium,Ricardo de Burgos,Match Report,
309,,,,,,,,,,,,,,
310,29.0,Fri,2024-03-15,21:00,Real Sociedad,1.9,2–0,0.8,Cádiz,31000.0,Reale Arena,César Soto,Match Report,
311,29.0,Sat,2024-03-16,14:00,Mallorca,1.6,1–0,0.4,Granada,16477.0,Estadi Mallorca Son Moix,Ricardo de Burgos,Match Report,
312,29.0,Sat,2024-03-16,16:15,Osasuna,0.7,2–4,2.9,Real Madrid,22430.0,Estadio El Sadar,Juan Martínez,Match Report,
313,29.0,Sat,2024-03-16,18:30,Getafe,1.2,1–0,1.8,Girona,12912.0,Coliseum Alfonso Pérez,José Luis Munuera,Match Report,
314,29.0,Sat,2024-03-16,21:00,Athletic Club,1.7,2–0,1.3,Alavés,48257.0,San Mamés,Alejandro Muñíz,Match Report,
315,29.0,Sun,2024-03-17,14:00,Sevilla,1.7,1–2,1.6,Celta Vigo,36544.0,Estadio Ramón Sánchez Pizjuán,Francisco Hernández,Match Report,
316,29.0,Sun,2024-03-17,15:15,Las Palmas,0.9,0–1,0.8,Almería,22865.0,Estadio de Gran Canaria,Víctor García,Match Report,
317,29.0,Sun,2024-03-17,16:15,Villarreal,2.0,1–0,1.1,Valencia,20647.0,Estadio de la Cerámica,Jorge Figueroa,Match Report,
318,29.0,Sun,2024-03-17,18:30,Rayo Vallecano,0.7,2–0,0.8,Betis,13264.0,Estadio del Rayo Vallecano,Juan Pulido,Match Report,
319,29.0,Sun,2024-03-17,21:00,Atlético Madrid,0.8,0–3,1.5,Barcelona,68253.0,Estadio Cívitas Metropolitano,José Sánchez,Match Report,
320,,,,,,,,,,,,,,
321,30.0,Fri,2024-03-29,21:00,Cádiz,1.6,1–0,0.5,Granada,15422.0,Estadio Nuevo Mirandilla,Guillermo Cuadra,Match Report,
322,30.0,Sat,2024-03-30,14:00,Getafe,1.6,0–1,0.8,Sevilla,10139.0,Coliseum Alfonso Pérez,Javier Villanueva,Match Report,
323,30.0,Sat,2024-03-30,16:15,Almería,0.8,0–3,1.0,Osasuna,10565.0,Power Horse Stadium,Pablo González,Match Report,
324,30.0,Sat,2024-03-30,18:30,Valencia,1.5,0–0,0.9,Mallorca,42567.0,Estadio de Mestalla,Miguel Ángel Ortiz Arias,Match Report,
325,30.0,Sat,2024-03-30,21:00,Barcelona,1.7,1–0,0.3,Las Palmas,46788.0,Estadi Olímpic Lluís Companys,Mateo Busquets,Match Report,
326,30.0,Sun,2024-03-31,14:00,Celta Vigo,0.8,0–0,0.6,Rayo Vallecano,21505.0,Estadio Abanca Balaídos,Alejandro Hernández,Match Report,
327,30.0,Sun,2024-03-31,16:15,Girona,2.6,3–2,0.5,Betis,12774.0,Estadi Municipal de Montilivi,Jesús Gil,Match Report,
328,30.0,Sun,2024-03-31,18:30,Alavés,0.3,0–1,0.9,Real Sociedad,18575.0,Estadio de Mendizorroza,Francisco Hernández,Match Report,
329,30.0,Sun,2024-03-31,21:00,Real Madrid,1.1,2–0,0.3,Athletic Club,72991.0,Estadio Santiago Bernabéu,Alberola Rojas,Match Report,
330,30.0,Mon,2024-04-01,21:00,Villarreal,0.8,1–2,1.3,Atlético Madrid,19679.0,Estadio de la Cerámica,Mario Melero,Match Report,
331,,,,,,,,,,,,,,
332,26.0,Thu,2024-04-04,20:00,Granada,0.6,0–1,0.4,Valencia,15107.0,Estadio Nuevo Los Cármenes,Alejandro Hernández,Match Report,
333,,,,,,,,,,,,,,
334,31.0,Fri,2024-04-12,21:00,Betis,1.2,2–1,1.6,Celta Vigo,48938.0,Estadio Benito Villamarín,Juan Martínez,Match Report,
335,31.0,Sat,2024-04-13,14:00,Atlético Madrid,2.3,3–1,2.4,Girona,64214.0,Estadio Cívitas Metropolitano,Ricardo de Burgos,Match Report,
336,31.0,Sat,2024-04-13,16:15,Rayo Vallecano,1.0,0–0,0.3,Getafe,12868.0,Estadio del Rayo Vallecano,Jorge Figueroa,Match Report,
337,31.0,Sat,2024-04-13,18:30,Mallorca,0.6,0–1,1.5,Real Madrid,23244.0,Estadi Mallorca Son Moix,José Sánchez,Match Report,
338,31.0,Sat,2024-04-13,21:00,Cádiz,1.0,0–1,0.9,Barcelona,19607.0,Estadio Nuevo Mirandilla,Juan Pulido,Match Report,
339,31.0,Sun,2024-04-14,13:00,Las Palmas,0.1,0–2,2.1,Sevilla,23698.0,Estadio de Gran Canaria,Alejandro Muñíz,Match Report,
340,31.0,Sun,2024-04-14,16:15,Granada,1.3,2–0,0.3,Alavés,13398.0,Estadio Nuevo Los Cármenes,Víctor García,Match Report,
341,31.0,Sun,2024-04-14,18:30,Athletic Club,0.7,1–1,2.1,Villarreal,50061.0,San Mamés,Guillermo Cuadra,Match Report,
342,31.0,Sun,2024-04-14,21:00,Real Sociedad,1.5,2–2,1.6,Almería,26520.0,Reale Arena,Isidro Díaz de Mera,Match Report,
343,31.0,Mon,2024-04-15,21:00,Osasuna,1.9,0–1,0.2,Valencia,19480.0,Estadio El Sadar,José Luis Munuera,Match Report,
344,,,,,,,,,,,,,,
345,32.0,Fri,2024-04-19,21:00,Athletic Club,1.5,1–1,0.2,Granada,45917.0,San Mamés,Javier Villanueva,Match Report,
346,32.0,Sat,2024-04-20,14:00,Celta Vigo,4.0,4–1,1.0,Las Palmas,21256.0,Estadio Abanca Balaídos,Francisco Hernández,Match Report,
347,32.0,Sat,2024-04-20,16:15,Rayo Vallecano,0.5,2–1,0.5,Osasuna,12617.0,Estadio del Rayo Vallecano,Mario Melero,Match Report,
348,32.0,Sat,2024-04-20,18:30,Valencia,1.1,1–2,1.3,Betis,46371.0,Estadio de Mestalla,Mateo Busquets,Match Report,
349,32.0,Sat,2024-04-20,21:00,Girona,2.1,4–1,1.6,Cádiz,12665.0,Estadi Municipal de Montilivi,Alberola Rojas,Match Report,
350,32.0,Sun,2024-04-21,14:00,Getafe,0.5,1–1,1.2,Real Sociedad,12228.0,Coliseum Alfonso Pérez,Víctor García,Match Report,
351,32.0,Sun,2024-04-21,16:15,Almería,1.8,1–2,1.6,Villarreal,10601.0,Power Horse Stadium,Miguel Ángel Ortiz Arias,Match Report,
352,32.0,Sun,2024-04-21,18:30,Alavés,0.4,2–0,0.9,Atlético Madrid,18719.0,Estadio de Mendizorroza,Jesús Gil,Match Report,
353,32.0,Sun,2024-04-21,21:00,Real Madrid,2.3,3–2,1.4,Barcelona,77981.0,Estadio Santiago Bernabéu,César Soto,Match Report,
354,32.0,Mon,2024-04-22,21:00,Sevilla,1.1,2–1,0.7,Mallorca,35203.0,Estadio Ramón Sánchez Pizjuán,Alejandro Hernández,Match Report,
355,,,,,,,,,,,,,,
356,33.0,Fri,2024-04-26,21:00,Real Sociedad,0.6,0–1,0.4,Real Madrid,37109.0,Reale Arena,José Luis Munuera,Match Report,
357,33.0,Sat,2024-04-27,13:00,Las Palmas,1.6,0–2,1.9,Girona,18734.0,Estadio de Gran Canaria,Jorge Figueroa,Match Report,
358,33.0,Sat,2024-04-27,16:15,Almería,2.4,1–3,1.7,Getafe,7874.0,Power Horse Stadium,Guillermo Cuadra,Match Report,
359,33.0,Sat,2024-04-27,18:30,Alavés,2.3,3–0,0.2,Celta Vigo,18039.0,Estadio de Mendizorroza,Juan Pulido,Match Report,
360,33.0,Sat,2024-04-27,21:00,Atlético Madrid,0.8,3–1,1.0,Athletic Club,64612.0,Estadio Cívitas Metropolitano,Juan Martínez,Match Report,
361,33.0,Sun,2024-04-28,14:00,Cádiz,0.4,1–1,0.9,Mallorca,18174.0,Estadio Nuevo Mirandilla,Isidro Díaz de Mera,Match Report,
362,33.0,Sun,2024-04-28,16:15,Granada,2.6,3–0,0.8,Osasuna,13825.0,Estadio Nuevo Los Cármenes,Alejandro Muñíz,Match Report,
363,33.0,Sun,2024-04-28,18:30,Villarreal,1.4,3–0,1.0,Rayo Vallecano,17869.0,Estadio de la Cerámica,Pablo González,Match Report,
364,33.0,Sun,2024-04-28,21:00,Betis,1.8,1–1,1.4,Sevilla,55770.0,Estadio Benito Villamarín,José Sánchez,Match Report,
365,33.0,Mon,2024-04-29,21:00,Barcelona,2.2,4–2,2.1,Valencia,30167.0,Estadi Olímpic Lluís Companys,Ricardo de Burgos,Match Report,
366,,,,,,,,,,,,,,
367,34.0,Fri,2024-05-03,21:00,Getafe,4.5,0–2,0.6,Athletic Club,12149.0,Coliseum Alfonso Pérez,Jesús Gil,Match Report,
368,34.0,Sat,2024-05-04,14:00,Real Sociedad,0.6,2–0,0.5,Las Palmas,29330.0,Reale Arena,Miguel Ángel Ortiz Arias,Match Report,
369,34.0,Sat,2024-05-04,16:15,Real Madrid,2.3,3–0,0.9,Cádiz,72654.0,Estadio Santiago Bernabéu,Javier Villanueva,Match Report,
370,34.0,Sat,2024-05-04,18:30,Girona,1.8,4–2,2.6,Barcelona,14090.0,Estadi Municipal de Montilivi,Alejandro Hernández,Match Report,
371,34.0,Sat,2024-05-04,21:00,Mallorca,0.2,0–1,0.7,Atlético Madrid,20519.0,Estadi Mallorca Son Moix,Alberola Rojas,Match Report,
372,34.0,Sun,2024-05-05,14:00,Osasuna,0.8,0–2,1.1,Betis,18300.0,Estadio El Sadar,Víctor García,Match Report,
373,34.0,Sun,2024-05-05,16:15,Celta Vigo,3.9,3–2,0.6,Villarreal,19548.0,Estadio Abanca Balaídos,César Soto,Match Report,
374,34.0,Sun,2024-05-05,18:30,Valencia,0.9,0–1,0.8,Alavés,44643.0,Estadio de Mestalla,Mario Melero,Match Report,
375,34.0,Sun,2024-05-05,21:00,Rayo Vallecano,1.4,0–1,0.4,Almería,10864.0,Estadio del Rayo Vallecano,Francisco Hernández,Match Report,
376,34.0,Sun,2024-05-05,21:00,Sevilla,1.7,3–0,0.4,Granada,32658.0,Estadio Ramón Sánchez Pizjuán,Mateo Busquets,Match Report,
377,,,,,,,,,,,,,,
378,35.0,Fri,2024-05-10,21:00,Alavés,,,,Girona,,Estadio de Mendizorroza,,Head-to-Head,
379,35.0,Sat,2024-05-11,14:00,Mallorca,,,,Las Palmas,,Estadi Mallorca Son Moix,,Head-to-Head,
380,35.0,Sat,2024-05-11,16:15,Villarreal,,,,Sevilla,,Estadio de la Cerámica,,Head-to-Head,
381,35.0,Sat,2024-05-11,18:30,Granada,,,,Real Madrid,,Estadio Nuevo Los Cármenes,,Head-to-Head,
382,35.0,Sat,2024-05-11,21:00,Athletic Club,,,,Osasuna,,San Mamés,,Head-to-Head,
383,35.0,Sun,2024-05-12,14:00,Cádiz,,,,Getafe,,Estadio Nuevo Mirandilla,,Head-to-Head,
384,35.0,Sun,2024-05-12,16:15,Atlético Madrid,,,,Celta Vigo,,Estadio Cívitas Metropolitano,,Head-to-Head,
385,35.0,Sun,2024-05-12,18:30,Valencia,,,,Rayo Vallecano,,Estadio de Mestalla,,Head-to-Head,
386,35.0,Sun,2024-05-12,21:00,Betis,,,,Almería,,Estadio Benito Villamarín,,Head-to-Head,
387,35.0,Mon,2024-05-13,21:00,Barcelona,,,,Real Sociedad,,Estadi Olímpic Lluís Companys,,Head-to-Head,
388,,,,,,,,,,,,,,
389,36.0,Tue,2024-05-14,19:30,Osasuna,,,,Mallorca,,Estadio El Sadar,,Head-to-Head,
390,36.0,Tue,2024-05-14,21:30,Real Madrid,,,,Alavés,,Estadio Santiago Bernabéu,,Head-to-Head,
391,36.0,Tue,2024-05-14,22:00,Girona,,,,Villarreal,,Estadi Municipal de Montilivi,,Head-to-Head,
392,36.0,Wed,2024-05-15,19:30,Rayo Vallecano,,,,Granada,,Estadio del Rayo Vallecano,,Head-to-Head,
393,36.0,Wed,2024-05-15,19:30,Sevilla,,,,Cádiz,,Estadio Ramón Sánchez Pizjuán,,Head-to-Head,
394,36.0,Wed,2024-05-15,22:00,Celta Vigo,,,,Athletic Club,,Estadio Abanca Balaídos,,Head-to-Head,
395,36.0,Wed,2024-05-15,22:00,Getafe,,,,Atlético Madrid,,Coliseum Alfonso Pérez,,Head-to-Head,
396,36.0,Thu,2024-05-16,18:30,Las Palmas,,,,Betis,,Estadio de Gran Canaria,,Head-to-Head,
397,36.0,Thu,2024-05-16,21:30,Almería,,,,Barcelona,,Power Horse Stadium,,Head-to-Head,
398,36.0,Thu,2024-05-16,22:00,Real Sociedad,,,,Valencia,,Reale Arena,,Head-to-Head,
399,,,,,,,,,,,,,,
400,37.0,Sun,2024-05-19,19:00,Atlético Madrid,,,,Osasuna,,Estadio Cívitas Metropolitano,,Head-to-Head,
401,37.0,Sun,2024-05-19,19:00,Athletic Club,,,,Sevilla,,San Mamés,,Head-to-Head,
402,37.0,Sun,2024-05-19,19:00,Betis,,,,Real Sociedad,,Estadio Benito Villamarín,,Head-to-Head,
403,37.0,Sun,2024-05-19,19:00,Alavés,,,,Getafe,,Estadio de Mendizorroza,,Head-to-Head,
404,37.0,Sun,2024-05-19,19:00,Barcelona,,,,Rayo Vallecano,,Estadi Olímpic Lluís Companys,,Head-to-Head,
405,37.0,Sun,2024-05-19,19:00,Mallorca,,,,Almería,,Estadi Mallorca Son Moix,,Head-to-Head,
406,37.0,Sun,2024-05-19,19:00,Granada,,,,Celta Vigo,,Estadio Nuevo Los Cármenes,,Head-to-Head,
407,37.0,Sun,2024-05-19,19:00,Valencia,,,,Girona,,Estadio de Mestalla,,Head-to-Head,
408,37.0,Sun,2024-05-19,19:00,Cádiz,,,,Las Palmas,,Estadio Nuevo Mirandilla,,Head-to-Head,
409,37.0,Sun,2024-05-19,19:00,Villarreal,,,,Real Madrid,,Estadio de la Cerámica,,Head-to-Head,
410,,,,,,,,,,,,,,
411,38.0,Sun,2024-05-26,,Girona,,,,Granada,,Estadi Municipal de Montilivi,,Head-to-Head,
412,38.0,Sun,2024-05-26,,Almería,,,,Cádiz,,Power Horse Stadium,,Head-to-Head,
413,38.0,Sun,2024-05-26,,Getafe,,,,Mallorca,,Coliseum Alfonso Pérez,,Head-to-Head,
414,38.0,Sun,2024-05-26,,Rayo Vallecano,,,,Athletic Club,,Estadio del Rayo Vallecano,,Head-to-Head,
415,38.0,Sun,2024-05-26,,Real Madrid,,,,Betis,,Estadio Santiago Bernabéu,,Head-to-Head,
416,38.0,Sun,2024-05-26,,Real Sociedad,,,,Atlético Madrid,,Reale Arena,,Head-to-Head,
417,38.0,Sun,2024-05-26,,Las Palmas,,,,Alavés,,Estadio de Gran Canaria,,Head-to-Head,
418,38.0,Sun,2024-05-26,,Sevilla,,,,Barcelona,,Estadio Ramón Sánchez Pizjuán,,Head-to-Head,
419,38.0,Sun,2024-05-26,,Osasuna,,,,Villarreal,,Estadio El Sadar,,Head-to-Head,
420,38.0,Sun,2024-05-26,,Celta Vigo,,,,Valencia,,Estadio Abanca Balaídos,,Head-to-Head,
